SNAME,SU,NATIONS_SRANK
Paspalum setaceum,VA,S5
Paspalum setaceum,VT,SNR
Paspalum setaceum,WI,SNR
Paspalum setaceum,WV,S4
Paspalum setaceum,MX,O(S5
Paspalum setaceum,ON,S2
Paspalum setaceum var. muhlenbergii,DE,S4
Paspalum setaceum var. muhlenbergii,GS,P2
Paspalum setaceum var. muhlenbergii,IL,S3?
Paspalum setaceum var. muhlenbergii,KY,SNR
Paspalum setaceum var. muhlenbergii,MA,S5
Paspalum setaceum var. muhlenbergii,NC,SNR
Paspalum setaceum var. muhlenbergii,NJ,S4
Paspalum setaceum var. muhlenbergii,PA,SNR
Paspalum setaceum var. muhlenbergii,RI,SNR
Paspalum setaceum var. muhlenbergii,VT,S2
Paspalum setaceum var. muhlenbergii,ON,SU
Paspalum setaceum var. psammophilum,CT,SH
Paspalum setaceum var. psammophilum,MA,S2S3
Paspalum setaceum var. psammophilum,NJ,S2S3
Paspalum setaceum var. psammophilum,NY,SNR
Paspalum setaceum var. psammophilum,PA,SNR
Paspalum setaceum var. psammophilum,RI,S1
Paspalum setaceum var. setaceum,DE,S3
Paspalum setaceum var. setaceum,KY,SNR
Paspalum setaceum var. setaceum,MA,S3?
Paspalum setaceum var. setaceum,MO,S1
Paspalum setaceum var. setaceum,NC,SNR
Paspalum setaceum var. setaceum,NJ,S4
Paspalum setaceum var. setaceum,NY,SNR
Paspalum setaceum var. setaceum,PA,SNR
Paspalum setaceum var. setaceum,RI,SNR
Passiflora lutea,AL,SNR
Passiflora lutea,AR,SNR
Passiflora lutea,DC,S1
Passiflora lutea,DE,S2
Passiflora lutea,FL,SNR
Passiflora lutea,GA,SNR
Passiflora lutea,GS,P2
Passiflora lutea,IL,SNR
Passiflora lutea,IN,SNR
Passiflora lutea,KS,S2
Passiflora lutea,KY,S5
Passiflora lutea,LA,SNR
Passiflora lutea,MD,S4
Passiflora lutea,MO,SNR
Passiflora lutea,MS,SNR
Passiflora lutea,NC,S5
Passiflora lutea,OH,SNR
Passiflora lutea,OK,SNR
Passiflora lutea,PA,S2
Passiflora lutea,SC,SNR
Passiflora lutea,TN,SNR
Passiflora lutea,TX,SNR
Passiflora lutea,VA,S5
Passiflora lutea,WV,S5
Paxistima canbyi,KY,S2
Paxistima canbyi,MD,S1
Paxistima canbyi,NC,SNA
Paxistima canbyi,OH,S1
Paxistima canbyi,PA,S1
Paxistima canbyi,TN,S1
Paxistima canbyi,TV,SNR
Paxistima canbyi,VA,S2
Paxistima canbyi,WV,S2
Pedicularis canadensis,AL,SNR
Pedicularis canadensis,AR,SNR
Pedicularis canadensis,CO,S4
Pedicularis canadensis,CT,SNR
Pedicularis canadensis,DC,SNR
Pedicularis canadensis,DE,S2
Pedicularis canadensis,FL,SNR
Pedicularis canadensis,GA,SNR
Pedicularis canadensis,GS,P5
Pedicularis canadensis,IA,S4
Pedicularis canadensis,IL,SNR
Pedicularis canadensis,IN,SNR
Pedicularis canadensis,KS,SNR
Pedicularis canadensis,KY,S5
Pedicularis canadensis,LA,SNR
Pedicularis canadensis,MA,SNR
Pedicularis canadensis,MD,SNR
Pedicularis canadensis,ME,SNR
Pedicularis canadensis,MI,SNR
Pedicularis canadensis,MN,SNR
Pedicularis canadensis,MO,SNR
Pedicularis canadensis,MS,SNR
Pedicularis canadensis,NC,S5
Pedicularis canadensis,ND,SNR
Pedicularis canadensis,NE,S1
Pedicularis canadensis,NH,SNR
Pedicularis canadensis,NJ,SNR
Pedicularis canadensis,NM,SNR
Pedicularis canadensis,NY,SNR
Pedicularis canadensis,OH,SNR
Pedicularis canadensis,OK,SNR
Pedicularis canadensis,PA,SNR
Pedicularis canadensis,RI,S2
Pedicularis canadensis,SC,SNR
Pedicularis canadensis,SD,SNR
Pedicularis canadensis,TN,SNR
Pedicularis canadensis,TX,SNR
Pedicularis canadensis,VA,S5
Pedicularis canadensis,VT,SNR
Pedicularis canadensis,WI,SNR
Pedicularis canadensis,WV,S5
Pedicularis canadensis,MB,S4
Pedicularis canadensis,NB,S1
Pedicularis canadensis,ON,S5
Pedicularis canadensis,QC,S3
Pedicularis lanceolata,AR,S1
Pedicularis lanceolata,CT,S2
Pedicularis lanceolata,DE,SH
Pedicularis lanceolata,GA,S1
Pedicularis lanceolata,GS,PNR
Pedicularis lanceolata,IA,S4
Pedicularis lanceolata,IL,SNR
Pedicularis lanceolata,IN,SNR
Pedicularis lanceolata,KY,SX
Pedicularis lanceolata,MA,S1
Pedicularis lanceolata,MD,S1
Pedicularis lanceolata,MI,SNR
Pedicularis lanceolata,MN,SNR
Pedicularis lanceolata,MO,SNR
Pedicularis lanceolata,NC,S1
Pedicularis lanceolata,ND,SNR
Pedicularis lanceolata,NE,S3
Pedicularis lanceolata,NJ,S3
Pedicularis lanceolata,NY,S2
Pedicularis lanceolata,OH,SNR
Pedicularis lanceolata,PA,S1S2
Pedicularis lanceolata,SD,SNR
Pedicularis lanceolata,TN,S1S2
Pedicularis lanceolata,TV,SNR
Pedicularis lanceolata,VA,S3
Pedicularis lanceolata,WI,SNR
Pedicularis lanceolata,WV,S2
Pedicularis lanceolata,MB,S4
Pedicularis lanceolata,ON,S4
Pellaea atropurpurea,AL,SNR
Pellaea atropurpurea,AR,SNR
Pellaea atropurpurea,AZ,SNR
Pellaea atropurpurea,CO,S2S3
Pellaea atropurpurea,CT,SNR
Pellaea atropurpurea,DC,SU
Pellaea atropurpurea,DE,SNA
Pellaea atropurpurea,FL,S1
Pellaea atropurpurea,GA,S4
Pellaea atropurpurea,GS,P1
Pellaea atropurpurea,IA,S1
Pellaea atropurpurea,IL,S4
Pellaea atropurpurea,IN,SNR
Pellaea atropurpurea,KS,SNR
Pellaea atropurpurea,KY,S4S5
Pellaea atropurpurea,LA,SX
Pellaea atropurpurea,MA,S3
Pellaea atropurpurea,MD,SNR
Pellaea atropurpurea,MI,S2
Pellaea atropurpurea,MN,S3
Pellaea atropurpurea,MO,SNR
Pellaea atropurpurea,MS,S1S2
Pellaea atropurpurea,NC,S3
Pellaea atropurpurea,NE,S2
Pellaea atropurpurea,NH,S1
Pellaea atropurpurea,NJ,S4
Pellaea atropurpurea,NM,SNR
Pellaea atropurpurea,NV,SNR
Pellaea atropurpurea,NY,S4
Pellaea atropurpurea,OH,SNR
Pellaea atropurpurea,OK,SNR
Pellaea atropurpurea,PA,SNR
Pellaea atropurpurea,RI,S1
Pellaea atropurpurea,SC,S1
Pellaea atropurpurea,SD,SNR
Pellaea atropurpurea,TN,SNR
Pellaea atropurpurea,TV,SNR
Pellaea atropurpurea,TX,SNR
Pellaea atropurpurea,UT,S1
Pellaea atropurpurea,VA,S5
Pellaea atropurpurea,VT,S3
Pellaea atropurpurea,WI,S2
Pellaea atropurpurea,WV,S4
Pellaea atropurpurea,WY,SNR
Pellaea atropurpurea,MX,O(SNR
Pellaea atropurpurea,ON,S3
Pellaea atropurpurea,QC,S2
Pellaea glabella,AR,SNR
Pellaea glabella,AZ,SNR
Pellaea glabella,CO,SNR
Pellaea glabella,CT,S1
Pellaea glabella,IA,S4
Pellaea glabella,ID,SNR
Pellaea glabella,IL,S4
Pellaea glabella,IN,SNR
Pellaea glabella,KS,SNR
Pellaea glabella,KY,S3
Pellaea glabella,MA,SNR
Pellaea glabella,MD,S1
Pellaea glabella,MI,SNR
Pellaea glabella,MN,SNR
Pellaea glabella,MO,S5
Pellaea glabella,MT,S2S3
Pellaea glabella,ND,S4
Pellaea glabella,NE,SNR
Pellaea glabella,NJ,SNR
Pellaea glabella,NM,SNR
Pellaea glabella,NV,SNR
Pellaea glabella,NY,S5
Pellaea glabella,OH,SNR
Pellaea glabella,OK,SNR
Pellaea glabella,PA,SNR
Pellaea glabella,SD,SNR
Pellaea glabella,TN,SNR
Pellaea glabella,TX,S1
Pellaea glabella,UT,S2
Pellaea glabella,VA,S3
Pellaea glabella,VT,S3
Pellaea glabella,WA,SNR
Pellaea glabella,WI,SNR
Pellaea glabella,WV,S2
Pellaea glabella,WY,SNR
Pellaea glabella,AB,S2
Pellaea glabella,BC,SNR
Pellaea glabella,MB,S2
Pellaea glabella,NT,S1S2
Pellaea glabella,ON,S4
Pellaea glabella,QC,S1
Pellaea glabella,SK,S1S2
Pellaea glabella var. glabella,AR,SNR
Pellaea glabella var. glabella,CT,SNR
Pellaea glabella var. glabella,IA,SNR
Pellaea glabella var. glabella,IL,SNR
Pellaea glabella var. glabella,IN,SNR
Pellaea glabella var. glabella,KS,SNR
Pellaea glabella var. glabella,KY,SNR
Pellaea glabella var. glabella,MA,SNR
Pellaea glabella var. glabella,MD,SNR
Pellaea glabella var. glabella,MI,SNR
Pellaea glabella var. glabella,MN,SNR
Pellaea glabella var. glabella,MO,SNR
Pellaea glabella var. glabella,NE,S1
Pellaea glabella var. glabella,NJ,S2
Pellaea glabella var. glabella,NY,S2
Pellaea glabella var. glabella,OH,SNR
Pellaea glabella var. glabella,OK,SNR
Pellaea glabella var. glabella,PA,SNR
Pellaea glabella var. glabella,TN,SNR
Pellaea glabella var. glabella,TX,SNR
Pellaea glabella var. glabella,VA,S3
Pellaea glabella var. glabella,VT,SNR
Pellaea glabella var. glabella,WI,SNR
Pellaea glabella var. glabella,WV,S2
Pellaea glabella var. glabella,MB,S1?
Pellaea glabella var. glabella,ON,S4
Pellaea glabella var. glabella,QC,S1
Peltandra virginica,AL,SNR
Peltandra virginica,AR,SNR
Peltandra virginica,CA,SNA
Peltandra virginica,CT,SNR
Peltandra virginica,DC,SNR
Peltandra virginica,DE,S5
Peltandra virginica,FL,SNR
Peltandra virginica,GA,S5
Peltandra virginica,GS,PH
Peltandra virginica,IA,S1
Peltandra virginica,IL,S3S4
Peltandra virginica,IN,SNR
Peltandra virginica,KY,S4?
Peltandra virginica,LA,SNR
Peltandra virginica,MA,SNR
Peltandra virginica,MD,SNR
Peltandra virginica,ME,S3S4
Peltandra virginica,MI,SNR
Peltandra virginica,MN,SNR
Peltandra virginica,MO,SNR
Peltandra virginica,MS,SNR
Peltandra virginica,NC,S5
Peltandra virginica,NH,SNR
Peltandra virginica,NJ,S5
Peltandra virginica,NY,S5
Peltandra virginica,OH,SNR
Peltandra virginica,OK,S1
Peltandra virginica,OR,SNA
Peltandra virginica,PA,SNR
Peltandra virginica,RI,SNR
Peltandra virginica,SC,SNR
Peltandra virginica,TN,SNR
Peltandra virginica,TX,SNR
Peltandra virginica,VA,S5
Peltandra virginica,VT,S2
Peltandra virginica,WI,SNA
Peltandra virginica,WV,S2
Peltandra virginica,ON,S2
Peltandra virginica,QC,S2
Penstemon calycosus,AL,SNR
Penstemon calycosus,CT,SNR
Penstemon calycosus,DC,SNR
Penstemon calycosus,GA,SH
Penstemon calycosus,IL,SNR
Penstemon calycosus,IN,SNR
Penstemon calycosus,KY,S4S5
Penstemon calycosus,MA,SNR
Penstemon calycosus,MD,SNR
Penstemon calycosus,ME,SNR
Penstemon calycosus,MI,S2
Penstemon calycosus,NC,SNR
Penstemon calycosus,NH,SNR
Penstemon calycosus,NJ,SNA
Penstemon calycosus,NY,SNR
Penstemon calycosus,OH,SNR
Penstemon calycosus,PA,SNR
Penstemon calycosus,RI,SNA
Penstemon calycosus,SC,SNR
Penstemon calycosus,TN,SNR
Penstemon calycosus,TV,SNR
Penstemon calycosus,VA,SH
Penstemon calycosus,VT,S1
Penstemon calycosus,ON,SNA
Penstemon canescens,AL,SNR
Penstemon canescens,GA,SNR
Penstemon canescens,GS,P3P4
Penstemon canescens,IL,S1
Penstemon canescens,IN,S2
Penstemon canescens,KY,S5
Penstemon canescens,MD,SNR
Penstemon canescens,NC,S3
Penstemon canescens,OH,S3
Penstemon canescens,PA,S3
Penstemon canescens,SC,SNR
Penstemon canescens,TN,SNR
Penstemon canescens,VA,S4
Penstemon canescens,WV,S4
Penstemon digitalis,AL,SNR
Penstemon digitalis,AR,SNR
Penstemon digitalis,CT,SNR
Penstemon digitalis,DC,SNR
Penstemon digitalis,DE,S4
Penstemon digitalis,GS,PNA
Penstemon digitalis,IA,S4
Penstemon digitalis,IL,SNR
Penstemon digitalis,IN,SNR
Penstemon digitalis,KS,SNR
Penstemon digitalis,KY,S5
Penstemon digitalis,LA,SNR
Penstemon digitalis,MA,SNR
Penstemon digitalis,MD,S4S5
Penstemon digitalis,ME,SNR
Penstemon digitalis,MI,SNR
Penstemon digitalis,MN,SNA
Penstemon digitalis,MO,S5
Penstemon digitalis,MS,SNR
Penstemon digitalis,NC,SNA
Penstemon digitalis,NE,S1
Penstemon digitalis,NH,SNR
Penstemon digitalis,NJ,SNA
Penstemon digitalis,NY,S5
Penstemon digitalis,OH,SNR
Penstemon digitalis,OK,SNR
Penstemon digitalis,PA,SNR
Penstemon digitalis,RI,S1
Penstemon digitalis,SC,SNR
Penstemon digitalis,SD,SNR
Penstemon digitalis,TN,SNR
Penstemon digitalis,TX,SNR
Penstemon digitalis,VA,S5
Penstemon digitalis,VT,SNR
Penstemon digitalis,WI,SNR
Penstemon digitalis,WV,S5
Penstemon digitalis,NB,SNA
Penstemon digitalis,NS,SNA
Penstemon digitalis,ON,S4S5
Penstemon digitalis,QC,SNA
Penstemon hirsutus,AL,SNR
Penstemon hirsutus,CT,SNR
Penstemon hirsutus,DC,SX
Penstemon hirsutus,DE,SH
Penstemon hirsutus,IL,SNR
Penstemon hirsutus,IN,SNR
Penstemon hirsutus,KY,S5
Penstemon hirsutus,MA,S1
Penstemon hirsutus,MD,SNR
Penstemon hirsutus,ME,SNR
Penstemon hirsutus,MI,SNR
Penstemon hirsutus,NH,SNR
Penstemon hirsutus,NJ,S4
Penstemon hirsutus,NY,S5
Penstemon hirsutus,OH,SNR
Penstemon hirsutus,PA,SNR
Penstemon hirsutus,RI,SU
Penstemon hirsutus,TN,SNR
Penstemon hirsutus,VA,S3
Penstemon hirsutus,VT,S3
Penstemon hirsutus,WI,S1
Penstemon hirsutus,WV,S4
Penstemon hirsutus,ON,S4
Penstemon hirsutus,QC,S3
Penstemon laevigatus,AL,SNR
Penstemon laevigatus,CT,SNR
Penstemon laevigatus,DC,SNR
Penstemon laevigatus,DE,S1
Penstemon laevigatus,FL,SNR
Penstemon laevigatus,GA,SNR
Penstemon laevigatus,GS,P1P2
Penstemon laevigatus,KY,S4?
Penstemon laevigatus,LA,SNR
Penstemon laevigatus,MA,SNR
Penstemon laevigatus,MD,S3
Penstemon laevigatus,MS,SNR
Penstemon laevigatus,NC,S5
Penstemon laevigatus,NJ,S1
Penstemon laevigatus,OH,S2
Penstemon laevigatus,PA,S3
Penstemon laevigatus,RI,SNA
Penstemon laevigatus,SC,SNR
Penstemon laevigatus,TN,SNR
Penstemon laevigatus,VA,S5
Penstemon laevigatus,WV,S5
Penstemon laevigatus,QC,SNR
Penstemon pallidus,AL,SNR
Penstemon pallidus,AR,SNR
Penstemon pallidus,CT,SNR
Penstemon pallidus,DC,SNA
Penstemon pallidus,GA,S1?
Penstemon pallidus,IA,S4
Penstemon pallidus,IL,S1
Penstemon pallidus,IN,SNR
Penstemon pallidus,KS,S2
Penstemon pallidus,KY,S5
Penstemon pallidus,MA,SNR
Penstemon pallidus,MD,SNR
Penstemon pallidus,ME,SNA
Penstemon pallidus,MI,S3
Penstemon pallidus,MN,SU
Penstemon pallidus,MO,SNR
Penstemon pallidus,NC,SNR
Penstemon pallidus,NH,SNR
Penstemon pallidus,NJ,SNA
Penstemon pallidus,NY,S5
Penstemon pallidus,OH,S2
Penstemon pallidus,PA,SNR
Penstemon pallidus,RI,SNR
Penstemon pallidus,TN,SNR
Penstemon pallidus,VT,S1
Penstemon pallidus,WI,S1
Penstemon pallidus,WV,S3
Penstemon pallidus,ON,SNA
Penstemon tubiflorus var. achoreus,CT,SNR
Penstemon tubiflorus var. achoreus,MA,SNR
Penstemon tubiflorus var. achoreus,ME,SNR
Penstemon tubiflorus var. achoreus,NY,SNR
Penstemon tubiflorus var. achoreus,PA,SNR
Penstemon tubiflorus var. achoreus,RI,SNA
Penstemon tubiflorus var. achoreus,VT,SNR
Penstemon tubiflorus var. achoreus,ON,SNA
Penthorum sedoides,AL,SNR
Penthorum sedoides,AR,SNR
Penthorum sedoides,CT,SNR
Penthorum sedoides,DC,SNR
Penthorum sedoides,DE,S4
Penthorum sedoides,FL,SNR
Penthorum sedoides,GA,SNR
Penthorum sedoides,GS,P1
Penthorum sedoides,IA,S5
Penthorum sedoides,IL,SNR
Penthorum sedoides,IN,SNR
Penthorum sedoides,KS,SNR
Penthorum sedoides,KY,S5
Penthorum sedoides,LA,SNR
Penthorum sedoides,MA,SNR
Penthorum sedoides,MD,SNR
Penthorum sedoides,ME,SNR
Penthorum sedoides,MI,SNR
Penthorum sedoides,MN,SNR
Penthorum sedoides,MO,SNR
Penthorum sedoides,MS,SNR
Penthorum sedoides,NC,S4
Penthorum sedoides,ND,SNR
Penthorum sedoides,NE,SNR
Penthorum sedoides,NH,SNR
Penthorum sedoides,NJ,S4
Penthorum sedoides,NY,S5
Penthorum sedoides,OH,SNR
Penthorum sedoides,OK,SNR
Penthorum sedoides,OR,SNR
Penthorum sedoides,PA,SNR
Penthorum sedoides,RI,S1
Penthorum sedoides,SC,SNR
Penthorum sedoides,SD,SNR
Penthorum sedoides,TN,SNR
Penthorum sedoides,TX,SNR
Penthorum sedoides,VA,S5
Penthorum sedoides,VT,SNR
Penthorum sedoides,WI,SNR
Penthorum sedoides,WV,S5
Penthorum sedoides,BC,SNA
Penthorum sedoides,MB,S1S2
Penthorum sedoides,NB,S2S3
Penthorum sedoides,ON,S5
Penthorum sedoides,QC,S4
Phacelia bipinnatifida,AL,SNR
Phacelia bipinnatifida,AR,SNR
Phacelia bipinnatifida,GA,S4
Phacelia bipinnatifida,GS,P3
Phacelia bipinnatifida,IA,SNR
Phacelia bipinnatifida,IL,SNR
Phacelia bipinnatifida,IN,SNR
Phacelia bipinnatifida,KY,S5
Phacelia bipinnatifida,MD,SNR
Phacelia bipinnatifida,MO,SNR
Phacelia bipinnatifida,MS,S1
Phacelia bipinnatifida,NC,S3S4
Phacelia bipinnatifida,NJ,S1.1
Phacelia bipinnatifida,OH,S3
Phacelia bipinnatifida,PA,SNR
Phacelia bipinnatifida,SC,S1
Phacelia bipinnatifida,TN,SNR
Phacelia bipinnatifida,TV,SNR
Phacelia bipinnatifida,VA,S4
Phacelia bipinnatifida,WV,S4
Phacelia dubia,AL,S4S5
Phacelia dubia,AR,SNR
Phacelia dubia,DC,SNR
Phacelia dubia,DE,SH
Phacelia dubia,FL,SNR
Phacelia dubia,GA,S3S4
Phacelia dubia,GS,P1P2
Phacelia dubia,KY,SNR
Phacelia dubia,LA,SNA
Phacelia dubia,MD,SNR
Phacelia dubia,MS,SNR
Phacelia dubia,NC,S3
Phacelia dubia,NY,SX
Phacelia dubia,OH,S1
Phacelia dubia,PA,S3S4
Phacelia dubia,SC,SNR
Phacelia dubia,TN,S3
Phacelia dubia,TV,SNR
Phacelia dubia,VA,S5
Phacelia dubia,WV,S4
Phacelia dubia var. dubia,AL,S3
Phacelia dubia var. dubia,AR,SNR
Phacelia dubia var. dubia,DC,SNR
Phacelia dubia var. dubia,DE,SH
Phacelia dubia var. dubia,FL,SNR
Phacelia dubia var. dubia,GA,SU
Phacelia dubia var. dubia,KY,SNR
Phacelia dubia var. dubia,LA,SNR
Phacelia dubia var. dubia,MD,SNR
Phacelia dubia var. dubia,MS,SNR
Phacelia dubia var. dubia,NC,S3
Phacelia dubia var. dubia,NY,SX
Phacelia dubia var. dubia,OH,SNR
Phacelia dubia var. dubia,PA,SNR
Phacelia dubia var. dubia,SC,SNR
Phacelia dubia var. dubia,TN,SNR
Phacelia dubia var. dubia,VA,S5
Phacelia dubia var. dubia,WV,S4
Phacelia purshii,AL,SNR
Phacelia purshii,AR,SNR
Phacelia purshii,CT,SNR
Phacelia purshii,DC,S1
Phacelia purshii,GA,S1
Phacelia purshii,GS,P2?
Phacelia purshii,IL,SNR
Phacelia purshii,IN,SNR
Phacelia purshii,KY,S5
Phacelia purshii,MD,S3
Phacelia purshii,MI,SNR
Phacelia purshii,MN,SNR
Phacelia purshii,MO,SNR
Phacelia purshii,NC,S2
Phacelia purshii,OH,SNR
Phacelia purshii,OK,SNR
Phacelia purshii,PA,SNR
Phacelia purshii,RI,SNR
Phacelia purshii,SC,SNR
Phacelia purshii,TN,SNR
Phacelia purshii,TV,SNR
Phacelia purshii,VA,S3
Phacelia purshii,WI,SU
Phacelia purshii,WV,S4
Phacelia purshii,ON,S1
Phalaris arundinacea,AK,S3
Phalaris arundinacea,AK,S3
Phalaris arundinacea,AL,SNR
Phalaris arundinacea,AR,SNR
Phalaris arundinacea,AZ,SNR
Phalaris arundinacea,CA,SNR
Phalaris arundinacea,CO,SNA
Phalaris arundinacea,CT,SNR
Phalaris arundinacea,DC,SNR
Phalaris arundinacea,DE,SNA
Phalaris arundinacea,GS,PNA
Phalaris arundinacea,IA,S5
Phalaris arundinacea,ID,SNR
Phalaris arundinacea,IL,S3S4
Phalaris arundinacea,IN,SNA
Phalaris arundinacea,KS,SNR
Phalaris arundinacea,KY,S5?
Phalaris arundinacea,MA,SNR
Phalaris arundinacea,MD,SNR
Phalaris arundinacea,ME,SNR
Phalaris arundinacea,MI,SNR
Phalaris arundinacea,MN,SNA
Phalaris arundinacea,MO,SNR
Phalaris arundinacea,MT,SNA
Phalaris arundinacea,NC,S4
Phalaris arundinacea,ND,SNR
Phalaris arundinacea,NE,SNR
Phalaris arundinacea,NH,SNR
Phalaris arundinacea,NJ,S4
Phalaris arundinacea,NM,SNR
Phalaris arundinacea,NV,SNR
Phalaris arundinacea,NY,S5
Phalaris arundinacea,OH,SNR
Phalaris arundinacea,OK,SNR
Phalaris arundinacea,OR,SNR
Phalaris arundinacea,PA,SNR
Phalaris arundinacea,RI,SNR
Phalaris arundinacea,SD,SNR
Phalaris arundinacea,TN,SNR
Phalaris arundinacea,UT,SNR
Phalaris arundinacea,VA,S5
Phalaris arundinacea,VT,SNR
Phalaris arundinacea,WA,SNR
Phalaris arundinacea,WI,SNR
Phalaris arundinacea,WV,S5
Phalaris arundinacea,WY,S3S4
Phalaris arundinacea,AB,S5
Phalaris arundinacea,BC,S5
Phalaris arundinacea,MB,S5
Phalaris arundinacea,NB,S5
Phalaris arundinacea,NF,SNR
Phalaris arundinacea,NS,S5
Phalaris arundinacea,NT,SNR
Phalaris arundinacea,ON,S5
Phalaris arundinacea,PE,SNA
Phalaris arundinacea,QC,S5
Phalaris arundinacea,SK,S4S5
Phalaris arundinacea,YT,S2
Phalaris arundinacea,YT,S2
Phaseolus polystachios,AL,SNR
Phaseolus polystachios,AR,SNR
Phaseolus polystachios,CT,SNR
Phaseolus polystachios,DC,SNR
Phaseolus polystachios,DE,SH
Phaseolus polystachios,FL,SNR
Phaseolus polystachios,GA,S4?
Phaseolus polystachios,GS,P1P2
Phaseolus polystachios,IA,SNR
Phaseolus polystachios,IL,SNR
Phaseolus polystachios,IN,SNR
Phaseolus polystachios,KY,S4S5
Phaseolus polystachios,LA,SNR
Phaseolus polystachios,MD,S3
Phaseolus polystachios,ME,SNR
Phaseolus polystachios,MI,SH
Phaseolus polystachios,MO,SNR
Phaseolus polystachios,MS,SNR
Phaseolus polystachios,NC,S3
Phaseolus polystachios,NJ,SNR
Phaseolus polystachios,NY,S1?
Phaseolus polystachios,OH,S2
Phaseolus polystachios,OK,S1
Phaseolus polystachios,PA,S1S2
Phaseolus polystachios,SC,SNR
Phaseolus polystachios,SD,SNR
Phaseolus polystachios,TN,SNR
Phaseolus polystachios,TX,S1
Phaseolus polystachios,VA,S4
Phaseolus polystachios,WV,SH
Phaseolus polystachios var. polystachios,AL,SNR
Phaseolus polystachios var. polystachios,AR,SNR
Phaseolus polystachios var. polystachios,CT,SH
Phaseolus polystachios var. polystachios,DE,SNR
Phaseolus polystachios var. polystachios,FL,SNR
Phaseolus polystachios var. polystachios,GA,S3?
Phaseolus polystachios var. polystachios,IA,SNR
Phaseolus polystachios var. polystachios,IL,SNR
Phaseolus polystachios var. polystachios,IN,SNR
Phaseolus polystachios var. polystachios,KY,SNR
Phaseolus polystachios var. polystachios,LA,SNR
Phaseolus polystachios var. polystachios,MD,SNR
Phaseolus polystachios var. polystachios,ME,SNR
Phaseolus polystachios var. polystachios,MI,SNR
Phaseolus polystachios var. polystachios,MO,SNR
Phaseolus polystachios var. polystachios,MS,SNR
Phaseolus polystachios var. polystachios,NC,SNR
Phaseolus polystachios var. polystachios,NE,SNR
Phaseolus polystachios var. polystachios,NJ,S2
Phaseolus polystachios var. polystachios,NY,SNR
Phaseolus polystachios var. polystachios,OH,SNR
Phaseolus polystachios var. polystachios,OK,SNR
Phaseolus polystachios var. polystachios,PA,SNR
Phaseolus polystachios var. polystachios,SC,SNR
Phaseolus polystachios var. polystachios,SD,SNR
Phaseolus polystachios var. polystachios,TN,SNR
Phaseolus polystachios var. polystachios,TX,SNR
Phaseolus polystachios var. polystachios,VA,S4
Phaseolus polystachios var. polystachios,WV,SH
Phegopteris connectilis,AK,SNR
Phegopteris connectilis,CT,SNR
Phegopteris connectilis,DE,SH
Phegopteris connectilis,GS,P2
Phegopteris connectilis,IA,S1
Phegopteris connectilis,ID,S2
Phegopteris connectilis,IL,S1
Phegopteris connectilis,MA,SNR
Phegopteris connectilis,MD,S2
Phegopteris connectilis,ME,SNR
Phegopteris connectilis,MI,SNR
Phegopteris connectilis,MN,SNR
Phegopteris connectilis,MT,S2S3
Phegopteris connectilis,NC,S2
Phegopteris connectilis,NH,SNR
Phegopteris connectilis,NJ,S2
Phegopteris connectilis,NY,S5
Phegopteris connectilis,OH,S3
Phegopteris connectilis,OR,SNR
Phegopteris connectilis,PA,SNR
Phegopteris connectilis,RI,S1
Phegopteris connectilis,TN,S1
Phegopteris connectilis,TV,SNR
Phegopteris connectilis,VT,SNR
Phegopteris connectilis,WA,SNR
Phegopteris connectilis,WI,SNR
Phegopteris connectilis,WV,S2
Phegopteris connectilis,AB,S2
Phegopteris connectilis,BC,S4
Phegopteris connectilis,LB,S5
Phegopteris connectilis,MB,S2
