SNAME,SUBNATIONS_SRANKS
Bidens frondosa,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P3), IA(S3), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4S5), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S2), AB(S2), BC(SNA), MB(S4), NB(S5), NF(SU), NS(S5), ON(S5), PE(S5), QC(S5), SK(S2S3)"
Bidens laevis,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CT(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), IN(SNR), KY(S5?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(S1), NC(S3), NH(S1), NJ(S5), NM(SNR), NV(SNR), NY(S2), OH(SNR), PA(S1), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WV(S4)"
Bidens tripartita,"AL(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S4), GS(PNA), IA(S4), IL(SNR), IN(SNA), KS(SNR), KY(S5?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNA), ND(SNR), NE(SNR), NH(SNR), NJ(SNA), NM(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S2), AB(SNA), BC(SNA), NB(SNA), ON(S5)"
Bidens vulgata,"AR(SNR), CA(SNR), CO(SNA), CT(SNR), DC(SNR), DE(S4), GA(SNR), IA(S5), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SU), NC(S3), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S2), AB(SNR), BC(S1), MB(S4), NB(S4), NS(SNA), ON(S5), SK(S5?)"
Blephilia ciliata,"AL(SNR), AR(SNR), CT(SH), DE(SH), GA(S5), IA(S1), IL(SNR), IN(SNR), KS(S1), KY(S4), LA(SU), MA(S1), MD(S3), MI(SNR), MO(SNR), MS(SNR), NC(S3?), NJ(SH.1), NY(S1), OH(SNR), OK(SNR), PA(SNR), RI(SNA), SC(SNR), TN(SNR), TX(SNR), VA(S4), VT(SH), WI(SNR), WV(S4), ON(S1)"
Blephilia hirsuta,"AL(SNR), AR(SNR), CT(SH), DE(SH), GA(SU), GS(P2P4), IA(S4), IL(SNR), IN(SNR), KS(S1), KY(S5?), MA(S1), MD(S2), MI(SNR), MN(SNR), MO(SNR), NC(S3?), NE(S1), NY(S4), OH(SNR), PA(SNR), TN(SNR), TX(SNR), VA(S3), VT(S1), WI(SNR), WV(S4), ON(S1), QC(SX)"
Blephilia hirsuta var. hirsuta,"AL(SNR), AR(SNR), CT(SNR), DE(SNR), GA(SU), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), NC(SNR), NE(SNR), NY(SNR), OH(SNR), PA(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S4), ON(S1), QC(SX)"
Boehmeria cylindrica,"AL(SNR), AR(SNR), AZ(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P3), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), NB(S2), ON(S5), QC(S3)"
Boltonia asteroides,"AL(SNR), AR(SNR), CT(SNR), DE(S2), FL(SNR), GA(S3?), IA(S4), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(S1), ME(SNA), MI(S2), MN(SNR), MO(SNR), MS(SNR), NC(SNR), ND(SNR), NE(SNR), NJ(SNR), NY(SNR), OH(S3), OK(SNR), OR(SNR), PA(S1), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S3), VT(SNR), WI(SNR), MB(S2S3), SK(S2?)"
Boltonia asteroides var. asteroides,"AL(SNR), DE(SNR), FL(SNR), GA(S3?), IL(SNR), LA(SNR), MA(SNR), MD(SNR), NC(SNR), NJ(SNR), NY(SNR), OH(SNR), PA(SNR), SC(SNR), VA(S3)"
Boltonia asteroides var. asteroides,"MD(SNR), PA(SNR)"
Boltonia montana,"NJ(S1S2), PA(SH), VA(S1)"
Botrychium biternatum,"AL(SNR), AR(SNR), CT(SNR), DE(S5), FL(SNR), GA(S5), GS(P2), IL(S1), IN(S3), KY(S4), LA(SNR), MD(SNR), MO(S1), MS(SNR), NC(S4), OH(S2), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), WV(SNR)"
Botrychium dissectum,"AL(SNR), AR(S4), AZ(SH), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S4), GS(P4), IA(S3), IL(S3S4), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(S4), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(S2), SC(SNR), TN(SNR), TX(SU), VA(S5), VT(SNR), WI(SNR), WV(S5), NB(S3), NS(S3), ON(S5), PE(S1), QC(S4?)"
Botrychium lanceolatum,"AK(SNR), AZ(S1), CA(SNR), CO(SNR), CT(SU), GS(P1), ID(SNR), KY(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(S2), MT(S3), NC(S1), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(S1), OR(S3), PA(SNR), RI(SNR), TN(SNR), TV(SNR), UT(S1), VA(S1), VT(SNR), WA(S3), WI(SNR), WV(S1), WY(S2), AB(S2), BC(SNR), LB(S1), NB(S3), NF(S1), NS(S2S3), ON(S3?), PE(S1S2), SK(S1), YT(S2)"
Botrychium lanceolatum var. angustisegmentum,"CT(SNR), MA(S2S3), MD(SH), ME(SU), MI(S4), MN(S2), NC(S1), NH(SNR), NJ(S2), NY(S4), OH(SNR), PA(SNR), RI(S1), TN(SNR), TV(SNR), VA(SH), VT(S4), WI(S3S4), WV(S1), NB(S3), NF(SH), NS(S2S3), ON(S3), PE(S1S2), QC(S3)"
Botrychium lunaria,"AK(SNR), AZ(S1), CA(S2?), CO(S3), ID(S1), MA(SNR), ME(S1), MI(SNR), MN(S2), MT(S3), ND(SNR), NM(SNR), NV(SNR), NY(S1), OR(S2), PA(SNR), SD(S1S2), UT(S1), VT(SU), WA(S3), WI(S1S2), WY(S2), AB(S4S5), BC(S3S4), LB(S3S4), MB(S3S4), NB(S1), NF(S4), NS(S1), NT(S4S5), NU(SNR), ON(S4S5), QC(S4), SK(S1), YT(S4)"
Botrychium matricariifolium,"CT(SNR), DC(SNR), DE(S1), GS(P1), IA(S1), IL(S1), IN(S2), KY(S1), MA(S2?), MD(S1), ME(SNR), MI(SNR), MN(SNR), NC(S1), ND(S1S2), NH(SNR), NJ(S4), NY(S4), OH(SNR), PA(SNR), RI(S1), SD(S1), TN(S1), TV(SNR), VA(S3S4), VT(SNR), WA(SNR), WI(SNR), WV(S2), AB(S1), LB(S1), MB(S1?), NB(S4), NF(S2), NS(S4), ON(S4S5), PE(S2), QC(S4)"
Botrychium multifidum,"AK(SNR), AZ(S1), CA(SNR), CO(S1), CT(SNR), IA(S2), ID(SNR), IL(S1), IN(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(S4), NC(S1), ND(S1), NH(SNR), NJ(S1), NM(SNR), NV(SNR), NY(S5), OH(S1), OR(SNR), PA(S4), RI(S2), SD(S1), TV(SNR), UT(S1), VA(S1), VT(S3), WA(SNR), WI(SNR), WV(SH), WY(S3), AB(S3), BC(S4), LB(S1), MB(S3), NB(S4), NF(S2S3), NS(S4), NT(S1), ON(S5), PE(S2), QC(S5), SK(S3), YT(S1)"
Botrychium oneidense,"CT(SU), DC(SX), DE(SU), GS(P1), IL(S1), IN(S3), KY(SH), MA(S1S2), MD(S1), ME(SU), MI(SNR), MN(S1), NC(S2), NH(SNR), NJ(S2), NY(S2S3), OH(SNR), PA(SNR), RI(SH), TN(S1), TV(SNR), VA(S2), VT(S1), WI(S2), WV(S3), AB(S1), MB(S1), NB(S1), ON(S3?), QC(S1)"
Botrychium simplex,"CA(SNR), CO(S2), CT(SH), DC(SNR), DE(SNR), GS(PNR), IA(S1), ID(S2), IL(S1), IN(S1), MA(S1S2), MD(SH), ME(SNR), MI(SNR), MN(S3), MS(SNR), MT(S2), NC(S1), ND(SU), NH(SNR), NJ(SNR), NV(SNR), NY(S4S5), OH(S1), OR(S4), PA(S3S5), RI(S1), SD(S3), TN(S1), TV(SNR), UT(S1), VA(S1), VT(S3?), WA(S3), WV(SNR), WY(S2), AB(S2), BC(SNR), MB(S1), NB(S3), NF(S2), NS(S2S3), NT(SU), ON(S4?), PE(S1), QC(S3S4), SK(S1)"
Botrychium simplex var. laxifolium,"CT(SNR), MA(SNR), MN(SNR), NJ(SH), NY(SNR), PA(SNR), VT(SNR)"
Botrychium simplex var. simplex,"CA(SNR), CO(SNR), CT(SNR), IA(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MS(SNR), NC(S2), NH(SNR), NJ(SH.1), NY(SNR), PA(SNR), RI(SNR), TV(SNR), VA(S1), VT(SNR), WI(SNR), WY(S2), NB(SNR), NF(SNR), NT(SU), ON(SNR)"
Botrychium simplex var. tenebrosum,"IL(SNR), MA(S1S2), MD(SNR), ME(SU), MI(SNR), MN(SNR), NH(SNR), NJ(S2), NY(SNR), PA(SNR), VT(SH), WI(SNR), WV(SNR), WY(SNR), AB(SNR), NB(SNR), QC(S3?)"
Botrychium virginianum,"AK(S2), AL(SNR), AR(SNR), AZ(S1), CA(S2), CO(S1), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S5), GS(P4P5), IA(S5), ID(SNR), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(S4), PA(SNR), RI(S2), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S3), AB(S4S5), BC(S4), LB(S1), MB(S4), NB(S4), NF(S3), NS(S4), NT(S3), NU(SNR), ON(S5), PE(S3), QC(S5), SK(S5), YT(S2)"
Bouteloua curtipendula,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(S1), DC(SH), FL(S1?), GA(S2), HI(SNA), IA(S4), ID(SNR), IL(S3S4), IN(S3), KS(SNR), KY(S3?), LA(S1), MD(S2), ME(SNR), MI(S1S2), MN(SNR), MO(SNR), MS(S3S4), MT(S4S5), NC(SNR), ND(SNR), NE(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S1), OH(SNR), OK(SNR), OR(SNR), PA(S2), SC(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(SNR), WA(SNR), WI(SNR), WV(S3), WY(S3), MXSO(S5), AB(S1), MB(S2S3), ON(S2), SK(S3)"
Bouteloua curtipendula var. curtipendula,"AL(SNR), AR(SNR), AZ(SNR), CO(SNR), CT(SNR), FL(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(S3), KS(SNR), KY(SNR), LA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNR), NC(S1), ND(SNR), NE(SNR), NJ(S1), NM(SNR), NV(SNR), NY(S1), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(S3?), VA(S4), WA(SNR), WI(SNR), WV(S3), WY(SNR), MB(SNR), ON(S2), SK(S3)"
Brachyelytrum erectum,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S3), FL(SNR), GA(SNR), GS(P4), IA(S4), IL(S3S4), IN(SNR), KS(S1), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NE(S2), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(S1), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(S1), VA(S5), VT(S1S3), WI(SNR), WV(S5), NB(SH), ON(S4S5), QC(S3?)"
Brachyelytrum erectum var. erectum,"CT(SNR), GA(SNR), IA(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), PA(SNR), RI(SNR), TN(SNR), VT(SNR), WV(SNR), NF(SNR), ON(S4?)"
Brachyelytrum aristosum,"CT(SNR), GA(S1), GS(P2P3), IA(SNR), IN(S1), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S3), NH(SNR), NJ(S3S4), NY(S5), OH(S3), PA(SNR), RI(SNR), TN(S2), TV(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S4), NB(S5), NF(S3), NS(S5), ON(SNR), PE(S1), QC(S4S5)"
Brasenia schreberi,"AK(S1), AL(SNR), AR(SNR), CA(S2), CT(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), IA(S2), ID(SNR), IL(S1S2), IN(SNR), KS(SNR), KY(S3S4), LA(SNR), MA(SNR), MD(S4), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S1S2), NC(S3S4), NE(S2), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(S1), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S4), AB(S1), BC(S5), MB(S2), NB(S4), NF(S1), NS(S5), ON(S5), PE(S1), QC(S4S5)"
Brickellia eupatorioides,"AL(SNR), AR(SNR), AZ(SNR), CO(SNR), DC(SNR), DE(SNR), FL(SNR), GA(S5), GS(P1), IA(S5), IL(SNR), IN(SNR), KS(SNR), KY(S4), LA(SNR), MD(SNR), MI(S2), MN(SNR), MO(SNR), MS(SNR), MT(SNR), NC(S5), ND(SNR), NE(SNR), NJ(SNR), NM(SNR), OH(SNR), OK(S4?), PA(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), WI(SNR), WV(S4), WY(SNR), MXSO(SNR)"
Brickellia eupatorioides var. eupatorioides,"AL(SNR), AR(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), IL(SNR), IN(SNR), KY(SNR), LA(SNR), MD(SNR), MO(SNR), MS(SNR), NC(S5), NJ(S1), OH(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), WV(S4)"
Bromus ciliatus,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GS(PNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(SNR), WY(SNR), AB(SNR), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), ON(SNR), PE(SNR), QC(SNR), SK(SNR), YT(SNR)"
Bromus ciliatus,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GS(P1), IA(S3), ID(SNR), IL(S5), IN(SNR), MA(SNR), MD(S1?), ME(SNR), MI(SNR), MN(SNR), MT(S4S5), NC(S1), ND(SNR), NE(S2S4), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SH), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S5), AB(S5), BC(S4), LB(S3S5), MB(S5), NB(S5), NF(S3S5), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5), SK(S5), YT(SNR)"
Bromus ciliatus var. ciliatus,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S2S3), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(SNR), WY(SNR), AB(SNR), BC(SNR), LB(S3S5), NB(S5), NF(S3S5), NS(S5), NT(SNR), ON(SNR), PE(S5), QC(SNR), SK(SNR), YT(S3)"
Bromus kalmii,"AL(SNR), CT(SNR), DC(SH), FL(SNR), GA(SNR), GS(P4), IA(S3), IL(S2S3), IN(SNR), MA(SNR), MD(SH), ME(SH), MI(SNR), MN(SNR), ND(SU), NH(SH), NJ(S2), NY(S4), OH(S2), PA(S3), SD(SNR), VA(S1), VT(S2), WI(SNR), WV(S5), MB(S3?), ON(S4), QC(S2S3)"
Bromus altissimus,"AL(SNR), AR(SNR), CT(SNR), DC(SX), DE(S1), IA(S4), IL(S3S4), IN(SNR), KS(S1), KY(SNR), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(S3), MT(SU), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(S2S3), NY(S5), OH(SNR), PA(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S4), VT(SNR), WI(SNR), WV(S4), WY(SNR), AB(S1), MB(SNR), NB(S3), NS(S1), ON(S4), QC(S3), SK(S4)"
Bromus pubescens,"AL(SNR), AR(SNR), CO(SNR), CT(SNR), DE(S2), FL(SNR), GA(S5), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SU), ME(S2), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(S1), NJ(S5), NY(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S1), WY(SH), ON(S4), QC(S1)"
Buchnera americana,"AL(S4), AR(S4), DC(SX), DE(SH), FL(SNR), GA(S1), IL(S3), IN(S1), KS(SNR), KY(S3S4), LA(SNR), MD(SH), MI(SX), MO(S4), MS(SNR), NC(S1), NJ(SX), NY(SH), OH(S2), OK(SNR), PA(SX), SC(SNR), TN(S3), TV(SNR), TX(S2), VA(S1S2), ON(S1)"
Bulbostylis capillaris,"AL(SNR), AR(S3S4), AZ(SNR), CA(S3.2), CT(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(P1), HI(SNA), IA(S3), IL(S3S4), IN(SNR), KS(SNR), KY(S4?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(S4), MT(SU), NC(S4), NE(S3S4), NH(SNR), NJ(SNR), NM(SNR), NY(S5), OH(SNR), OK(SNR), OR(SH), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4), BC(S1), NB(SNA), NS(SNA), ON(S4), QC(S2S3)"
Bulbostylis capillaris ssp. capillaris,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CT(SNR), DE(SNR), FL(SNR), GA(SNR), HI(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S2?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(S4), NC(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4), NB(SNA), NS(SNA), ON(S4), QC(SNR)"
Cabomba caroliniana var. caroliniana,"AL(SNR), AR(SNR), CT(SNR), DE(SNR), FL(SNR), GA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MO(SNR), MS(SNR), NC(SNR), NH(SNR), NJ(S4), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S1), WA(SNR), ON(SNA)"
Cakile edentula,"AK(SNR), AL(SNR), CA(SNR), CT(SNR), DE(S4), FL(SNR), GA(SNR), IL(S1), IN(SNR), LA(SU), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(S3), NH(SNR), NJ(SNR), NY(SNR), OH(S3), OR(SNR), PA(S3), RI(SNR), SC(SNR), VA(S4), WA(SNR), WI(SNR), BC(SNA), LB(S2S3), NB(S5), NF(S5), NS(S5), ON(S4), PE(S5), QC(S4S5)"
Cakile edentula ssp. edentula,"AK(SNR), CA(SNR), CT(SNR), DE(SNR), IL(SNR), IN(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(SNR), NJ(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), VA(SNR), WI(SNR), BC(SNR), LB(S2S3), NB(S5), NF(S5), NS(S5), ON(SNR), PE(S5), QC(SNR)"
Cakile edentula var. lacustris,"IL(SNR), IN(S3), MI(SNR), NY(S3?), OH(SNR), PA(SNR), WI(S3), ON(SNR)"
Calamagrostis canadensis,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(S1), IA(S4), ID(SNR), IL(S3?), IN(SNR), KS(S1), KY(S1), MA(SNR), MD(S4), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), NC(S1), ND(SNR), NE(SNR), NH(S5), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S4), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S4S5), AB(S5), BC(SNR), LB(SNR), MB(S5), NB(S5), NF(SNR), NS(S5), NT(SNR), NU(SNR), ON(S5), PE(S5), QC(S5), SK(S4S5), YT(S5)"
Calamagrostis canadensis var. canadensis,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(S1), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), UT(SNR), VA(S4), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(SNR), AB(SNR), BC(S5), LB(S3S5), MB(S5), NB(S5), NF(S3S5), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5), SK(S5), YT(S5)"
Calamagrostis canadensis var. macouniana,"CT(SNR), IA(SNR), IL(S1), KY(SH), MA(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SU), NY(SNR), OH(SNR), OR(SNR), PA(SNR), SD(SNR), WI(SNR), WY(SNR), AB(SNR), MB(S4?), NB(SNR), NS(SNR), ON(SU), PE(SNR), SK(SNR)"
Calamagrostis cinnoides,"DE(S5), GS(P1), KY(S3S4), ME(S2), NC(S4), NH(S1), PA(SNR), RI(SNR), VA(SNR), NS(SNR)"
Calamagrostis coarctata,"AL(SNR), CT(SNR), DC(SNR), DE(SNR), GA(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(SNR), NC(SNR), NH(SNR), NJ(S5), NY(S4?), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(S5), WV(S4), NS(SH)"
Calamagrostis porteri,"AR(SNR), GA(S1), IL(SNR), IN(SNR), KY(S2), MD(S3), MO(SNR), NC(S1), NY(SNR), OH(SNR), PA(S3S4), TN(S1), TV(SNR), VA(S4), WV(S2)"
Calamagrostis porteri ssp. porteri,"GA(SNR), IN(S1), KY(S2S3), MD(SNR), NC(S1), NY(S1S2), PA(SNR), VA(S4), WV(S2)"
Calamagrostis stricta,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(S2), MA(SNR), ME(S2), MI(SNR), MN(SNR), MO(SNR), MT(S4?), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S2), OH(SNR), OR(SNR), PA(SNR), SD(SNR), UT(SNR), VT(SNR), WA(SNR), WI(S3), WV(S1), WY(S3), AB(SNR), BC(SNR), LB(S3S5), MB(S5), NB(S4?), NF(S4S5), NS(S1S2), NT(SNR), NU(SNR), ON(S5), PE(S2S3), QC(SNR), SK(S5), YT(S5)"
Calamagrostis stricta ssp. inexpansa,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(S1), IA(S3), ID(SNR), IL(SNR), IN(SNR), KS(SNR), MA(S1), ME(S1), MI(SNR), MN(SNR), MO(S2S3), MT(SNR), ND(SNR), NE(SNR), NH(S2), NJ(SNR), NM(SNR), NV(SNR), NY(S2), OH(S2), OR(SNR), PA(SNR), SD(SNR), UT(SNR), VT(S1), WA(SNR), WI(S3), WV(SNR), WY(S3), AB(S5), BC(S5), LB(SNR), MB(S5), NB(S1), NF(SNR), NS(S1), NT(SNR), NU(SNR), ON(S5), QC(S3S4), SK(S5), YT(S5)"
Calamovilfa longifolia,"CO(SNR), IA(S3), ID(SNR), IL(S3?), IN(SNR), KS(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NY(SNR), OH(SNR), PA(SNR), SD(SNR), WI(SNR), WY(S4S5), AB(S4), BC(SNR), MB(S4), ON(S3), SK(S5)"
Calibrachoa parviflora,"AZ(SNR), CA(SNR), CT(SNR), DE(SU), FL(SNR), KS(S1), LA(SNR), MA(SNR), MD(SNR), ME(SNR), NC(SNA), NH(SNR), NJ(SNA), NM(SNR), NY(SNA), OR(SNR), PA(SNR), RI(SNR), TX(SNR), UT(S1S2), VA(SNA), MXSO(SNR)"
